t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
14.477571104133593,13.603873828745364,0,EPI_ISL_1098250,Alpha,B.1.1.7,2021-02-18
9.79811448835676,12.128306642792692,0,EPI_ISL_4026479,Alpha,B.1.1.7,2021-02-14
9.798128967450895,12.128315144555575,0,EPI_ISL_1481060,Alpha,B.1.1.7,2021-03-09
14.623246749088024,8.707985451348078,0,EPI_ISL_3164407,Alpha,B.1.1.7,2021-07-05
14.47770955200011,13.603989543028977,0,EPI_ISL_11036528,Alpha,B.1.1.7,2021-08-02
14.47726617000913,13.604018177131532,0,EPI_ISL_3497312,Alpha,B.1.1.7,2021-08-06
14.477229083608172,13.60469877438749,0,EPI_ISL_11036678,Alpha,B.1.1.7,2021-09-20
12.758583123680253,5.403509601974348,0,EPI_ISL_3186329,Alpha,B.1.1.7,2021-07-19
12.638727125772151,12.30468990016564,0,EPI_ISL_2984601,Alpha,B.1,2021-06-16
12.758387293640341,5.4035970464838154,0,EPI_ISL_3545753,Alpha,B.1.1.7,2021-07-21
9.798128967450895,12.128315144555573,0,EPI_ISL_4377973,Alpha,B.1.1.7,2021-05-20
12.63885691499979,12.304599526922024,0,EPI_ISL_3957884,Alpha,B.1.1.7,2021-08
12.75677064269652,5.408392270814776,0,EPI_ISL_3164393,Alpha,B.1.1.7,2021-07-01
12.756815544995588,5.409212671527555,0,EPI_ISL_2894562,Alpha,B.1.1.7,2021-06-05
12.638427129549893,12.30450318321157,0,EPI_ISL_2984545,Alpha,B.1.1.7,2021-06-14
12.63899571733811,12.304711068132885,0,EPI_ISL_3186454,Alpha,B.1.1.7,2021-07-19
12.758583573341516,5.403478096804918,0,EPI_ISL_6720837,Alpha,AY.44,2021-11-07
12.756805467107519,5.408273438554395,0,EPI_ISL_2981220,Alpha,B.1.1.7,2021-06-14
12.75653779545197,5.405298400725262,0,EPI_ISL_5095158,Alpha,B.1.1.7,2021-06-04
14.477551843089612,13.60349837856146,0,EPI_ISL_3058159,Alpha,B.1.1.7,2021-06-17
14.477262374606804,13.60104679628362,0,EPI_ISL_2673783,Alpha,B.1.1.7,2021-05-22
12.638427129549896,12.304503183211565,0,EPI_ISL_3063290,Alpha,B.1.1.50,2021-07-13
12.75704751902017,5.407236605524776,0,EPI_ISL_3186302,Alpha,B.1.1.7,2021-07-19
9.798128967450895,12.128315144555573,0,EPI_ISL_2185199,Alpha,B.1.1.7,2021-05-06
14.475784511210511,13.605213541053068,0,EPI_ISL_1798651,Alpha,B.1.1,2021-04-11
12.758583779058826,5.403460056760899,0,EPI_ISL_3100186,Alpha,B.1.1.7,2021-07-05
12.756537795468153,5.405298400666786,0,EPI_ISL_4375365,Alpha,B.1.1.7,2021-04-29
9.798125612389766,12.128315675173898,0,EPI_ISL_4302447,Alpha,B.1.1.7,2021-07-22
12.756743782811764,5.407766580024359,0,EPI_ISL_3164400,Alpha,B.1.1.7,2021-06-24
12.755321108052513,5.405972165904532,0,EPI_ISL_2305118,Alpha,B.1.1.7,2021-05-11
9.79812553932586,12.128315651041158,0,EPI_ISL_11906965,Alpha,B.1.1.7,2021-04-14
9.798125422949532,12.128311862473335,0,EPI_ISL_2184784,Alpha,B.1.1.7,2021-05-07
9.798128808874742,12.128315614794175,0,EPI_ISL_1789244,Alpha,Q.3,2021-04-07
17.845565356522066,12.083496769562936,0,EPI_ISL_4138838,Alpha,B.1.1.7,2021-08-04
14.477441887976367,13.604827415500202,0,EPI_ISL_1802084,Alpha,B.1.1.7,2021-04-14
9.798124726271615,12.128312056658798,0,EPI_ISL_2184079,Alpha,B.1.1.7,2021-05-02
12.75654304699706,5.409069763635159,0,EPI_ISL_2863438,Alpha,B.1.1.7,2021-06-23
9.798125450752357,12.128311742153674,0,EPI_ISL_2185379,Alpha,B.1.1.7,2021-05-06
18.296819598477818,7.013055674059686,0,EPI_ISL_4381706,Alpha,B.1.1.7,2021-05-28
12.756805812155347,5.4082549722303215,0,EPI_ISL_3186326,Alpha,B.1.1.7,2021-07-16
12.760251967225285,5.395591278373178,0,EPI_ISL_3186372,Alpha,B.1.1.7,2021-07-16
12.638486250165627,12.304504166430949,0,EPI_ISL_2647946,Alpha,Q.4,2021-05-29
12.756586892824501,5.408058804800907,0,EPI_ISL_3801469,Alpha,B.1.1.7,2021-08-02
12.638995717338158,12.304711068132885,0,EPI_ISL_3455571,Alpha,B.1.1.7,2021-07-13
